id,type,province,city,address,img_url,value,owner,name,page,prov_id
3191000295,عقار,محافظة القاهرة,حى عابدين,15 شارع كامل صدقى بالقجالة - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000296,عقار,محافظة القاهرة,حى عابدين,"4 شارع كلوت بك "" لوكاندة البرنسات """,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3191000297,عقار,محافظة القاهرة,حى عابدين,2 شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000298,عقار,محافظة القاهرة,حى عابدين,20 شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000299,عقار,محافظة القاهرة,حى عابدين,34 شارع كلوت بك,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3191000300,عمارة,محافظة القاهرة,حى عابدين,40 شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000301,عقار,محافظة القاهرة,حى عابدين,1 شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000302,عقار,محافظة القاهرة,حى عابدين,13 شارع كنيسة الروم الكاثوليك,http://urbanharmony.org/images/tazalomat/03191000302.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000304,عقار,محافظة القاهرة,حى عابدين,33 شارع عماد الدين - الأزبكية,http://urbanharmony.org/images/tazalomat/03191000304.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000305,عقار,محافظة القاهرة,حى عابدين,31 شارع محمد فريد - الأزبكية,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3191000306,عقار,محافظة القاهرة,حى عابدين,35 شارع عماد الدين - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000307,عقار,محافظة القاهرة,حى عابدين,57 شارع نجيب الريحانى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000308,عقار,محافظة القاهرة,حى عابدين,42 شارع نجيب الريحانى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000310,عقار,محافظة القاهرة,حى عابدين,30 شارع نجيب الريحانى,http://urbanharmony.org/images/tazalomat/03191000310.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000311,عقار,محافظة القاهرة,حى عابدين,9 شارع وقف الخربوطلى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000316,عقار,محافظة القاهرة,حى عابدين,5 ميدان أحمد عرابى,,ذو قيمة معمارية متميزة - أ,,,21,1
3191000317,عقار,محافظة القاهرة,حى عابدين,ناصية 9 ش محمد فريد وشارع سليمان الحلبي,,ذو قيمة معمارية متميزة - أ,,,21,1
3191000318,عمارة,محافظة القاهرة,حى عابدين,153 شارع رمسيس ناصية حارة المقسى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000319,عقار,محافظة القاهرة,حى عابدين,34 شارع عمادالدين,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3191000320,عقار,محافظة القاهرة,حى عابدين,26 شارع عماد الدين ناصية شارع جلال - الازبكيه,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000321,عقار,محافظة القاهرة,حى عابدين,12 شارع نجيب الريحانى ناصية ش عماد الدين,http://urbanharmony.org/images/tazalomat/03191000321.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000322,عقار,محافظة القاهرة,حى عابدين,13 درب البرقى,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000323,عقار,محافظة القاهرة,حى عابدين,85 ش الجمهورية مع ميدان قنطرة الدكة - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000327,عقار,محافظة القاهرة,حى عابدين,10 شارع الكنيسة المرقسية,http://urbanharmony.org/images/tazalomat/03191000327.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000328,عقار,محافظة القاهرة,حى عابدين,14 شارع الكنيسة المرقسية,http://urbanharmony.org/images/tazalomat/03191000328.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000329,عقار,محافظة القاهرة,حى عابدين,16 شارع الكنيسة المرقسية - الأزبكية,http://urbanharmony.org/images/tazalomat/03191000329.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000333,عقار,محافظة القاهرة,حى عابدين,شارع محمد محمود -الجامعة الامريكية -عابدين,http://urbanharmony.org/images/tazalomat/03191000333.jpg,ذو قيمة معمارية متميزة - أ,,,21,1
3191000334,أخرى,محافظة القاهرة,حى عابدين,مبنى وزارة الداخلية,http://urbanharmony.org/images/tazalomat/03191000334.jpg,ذو قيمة معمارية متميزة - ج,,,21,1
3191000335,عمارة,محافظة القاهرة,حى عابدين,6 شارع أحمد عرابى-الازبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000336,عمارة,محافظة القاهرة,حى عابدين,9-11 شارع أحمد عرابى - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000337,عقار,محافظة القاهرة,حى عابدين,16 شارع زكى - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000338,عمارة,محافظة القاهرة,حى عابدين,39 شارع قصر النيل-ميدان مصطفى كامل - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000339,عقار,محافظة القاهرة,حى عابدين,7 شارع منشأة المهرانى - عابدين,http://urbanharmony.org/images/tazalomat/,ذو قيمة معمارية متميزة - ب,,,21,1
3191000340,عقار,محافظة القاهرة,حى عابدين,7 شارع منشأة الفاضل - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000342,أخرى,محافظة القاهرة,حى عابدين,36 شارع قصر النيل - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000343,عمارة,محافظة القاهرة,حى عابدين,38 ش قصرالنيل ويحمل 26 ش شريف,http://urbanharmony.org/images/tazalomat/03191000343.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000344,عقار,محافظة القاهرة,حى عابدين,3 شارع أبو بكر خيرت - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000345,عمارة,محافظة القاهرة,حى عابدين,1 مكرر شارع الشريفين - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000346,عمارة,محافظة القاهرة,حى عابدين,3 شارع الشريفين - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000347,عقار,محافظة القاهرة,حى عابدين,4 شارع الشريفين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000348,عقار,محافظة القاهرة,حى عابدين,5 شارع الشريفين- عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000349,عقار,محافظة القاهرة,حى عابدين,10 شارع علوى - عابدين,http://urbanharmony.org/images/tazalomat/03191000349.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000350,عقار,محافظة القاهرة,حى عابدين,12 شارع علوى - عابدين,http://urbanharmony.org/images/tazalomat/03191000350.jpg,ذو قيمة معمارية متميزة - أ,,,21,1
3191000351,عقار,محافظة القاهرة,حى عابدين,19 شارع فهمى -عبدالحميد الرمالى- عابدين,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000352,أخرى,محافظة القاهرة,حى عابدين,4 ميدان الفلكى من شارع التحرير(الغرفة التجارية),http://urbanharmony.org/images/tazalomat/03191000352.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000353,عقار,محافظة القاهرة,حى عابدين,29 شارع عبد الخالق ثروت - عابدين,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000354,عمارة,محافظة القاهرة,حى عابدين,37 شارع عبد الخالق ثروت - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000356,عمارة,محافظة القاهرة,حى عابدين,3 حارة كونت زغيب - عابدين,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000357,عقار,محافظة القاهرة,حى عابدين,2 ميدان الأوبرا - عابدين,http://urbanharmony.org/images/tazalomat/03191000357.jpg,ذو قيمة معمارية متميزة - أ,,,21,1
3191000358,عمارة,محافظة القاهرة,حى عابدين,8 شارع محمد صدقى من شارع البستان - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000359,عمارة,محافظة القاهرة,حى عابدين,10 شارع محمد صدقى من شارع هدى شعراوى - عابدين,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000360,عقار,محافظة القاهرة,حى عابدين,61 شارع الجمهورية - الأزبكية,http://urbanharmony.org/images/tazalomat/03191000360.jpg,ذو قيمة معمارية متميزة - ج,,,21,1
3191000361,عقار,محافظة القاهرة,حى عابدين,63 شارع الجمهورية - الأزبكية,http://urbanharmony.org/images/tazalomat/03191000361.jpg,ذو قيمة معمارية متميزة - ج,,,21,1
3191000362,عقار,محافظة القاهرة,حى عابدين,87 شارع الجمهورية - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000363,عقار,محافظة القاهرة,حى عابدين,107 شارع الجمهورية,http://urbanharmony.org/images/tazalomat/03191000363.jpg,ذو قيمة معمارية متميزة - ج,,,21,1
3191000364,عقار,محافظة القاهرة,حى عابدين,109 شارع الجمهورية ناصية حارة الجبرونى - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000365,عقار,محافظة القاهرة,حى عابدين,113 شارع الجمهورية - الأزبكية,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000366,عقار,محافظة القاهرة,حى عابدين,3 م رمسيس ناصية ش الجمهورية وش فم البحر - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000367,عقار,محافظة القاهرة,حى عابدين,14 شارع فم باب البحر - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000368,عقار,محافظة القاهرة,حى عابدين,12 شارع الكنيسة المرقسية,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000369,عقار,محافظة القاهرة,حى عابدين,28 شارع الكنيسة المرقسية,http://urbanharmony.org/images/tazalomat/03191000369.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000370,عقار,محافظة القاهرة,حى عابدين,13 شارع عبد الخالق ثروت,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3191000371,عقار,محافظة القاهرة,حى عابدين,31 شارع طلعت حرب,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3191000372,عمارة,محافظة القاهرة,حى عابدين,45 شارع طلعت حرب - قصر النيل,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3191000373,عقار,محافظة القاهرة,حى عابدين,46 شارع كلوت بك,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000375,عقار,محافظة القاهرة,حى عابدين,52 شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000376,عقار,محافظة القاهرة,حى عابدين,37 شارع الكنيسة المرقسية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000377,عقار,محافظة القاهرة,حى عابدين,61 شارع كلوت بك,http://urbanharmony.org/images/tazalomat/03191000377.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000379,عقار,محافظة القاهرة,حى عابدين,73 شارع كلوت بك -الازبكية,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000380,عقار,محافظة القاهرة,حى عابدين,74 شارع كلوت بك,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000381,عقار,محافظة القاهرة,حى عابدين,81 شارع كلوت بك ناصية بين الحارات,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000382,عقار,محافظة القاهرة,حى عابدين,83 شارع كلوت بك,,ذو قيمة معمارية متميزة,,,21,1
3191000383,عقار,محافظة القاهرة,حى عابدين,87 شارع كلوت بك,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000384,عقار,محافظة القاهرة,حى عابدين,91 شارع كلوت بك ويحمل1شارع الفجاله- الازبكيه,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000385,عقار,محافظة القاهرة,حى عابدين,16 شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000386,عقار,محافظة القاهرة,حى عابدين,18 شارع كلوت بك,http://urbanharmony.org/images/tazalomat/03191000386.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000387,عقار,محافظة القاهرة,حى عابدين,22 شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000388,عقار,محافظة القاهرة,حى عابدين,18 درب الدحديرة,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000389,عقار,محافظة القاهرة,حى عابدين,85 شارع رمسيس,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000390,مدرسة,محافظة القاهرة,حى عابدين,مدرسه الفرير بشارع الشيخ ريحان,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000391,قصر,محافظة القاهرة,حى عابدين,مقر النيابة الإدارية لوزارة الصحة بشارع الشيخ ريحان,http://urbanharmony.org/images/tazalomat/03191000391.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000392,عقار,محافظة القاهرة,حى عابدين,77 شارع محمد فريد ناصيه شارع الشيخ ريحان,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000393,عقار,محافظة القاهرة,حى عابدين,5 شارع محمود الخضرى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000394,عقار,محافظة القاهرة,حى عابدين,7 شارع محمود الخضرى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000395,عقار,محافظة القاهرة,حى عابدين,9 شارع محمود الخضرى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000396,عقار,محافظة القاهرة,حى عابدين,7 شارع محمد حسن الشجاعى,http://urbanharmony.org/images/tazalomat/03191000396.jpg,ذو قيمة معمارية متميزة - ب,,,21,1
3191000397,عقار,محافظة القاهرة,حى عابدين,6 شارع صبرى أبو علم,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000399,عقار,محافظة القاهرة,حى عابدين,15 شارع جواد حسنى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000400,عقار,محافظة القاهرة,حى عابدين,2 شارع بنك مصر ( كنيسة سان جوزيف ),,ذو قيمة معمارية متميزة - أ,,,21,1
3191000401,أخرى,محافظة القاهرة,حى عابدين,106 شارع محمد فريد,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000402,عقار,محافظة القاهرة,حى عابدين,145 شارع محمد فريد,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000403,عقار,محافظة القاهرة,حى عابدين,12 حارة الطوبجى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000404,عقار,محافظة القاهرة,حى عابدين,2 حارة ابو سيف,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000405,عقار,محافظة القاهرة,حى عابدين,15 شارع السيد صالح مجدى ويحمل 7 ش الجمهورية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000407,عقار,محافظة القاهرة,حى عابدين,28 شارع قولة من شارع نوبار,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3191000408,عقار,محافظة القاهرة,حى عابدين,32 شارع كلوت بك,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000410,عقار,محافظة القاهرة,حى عابدين,35 شارع طلعت حرب,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000411,عقار,محافظة القاهرة,حى عابدين,44 أ شارع طلعت حرب,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000415,عقار,محافظة القاهرة,حى عابدين,8 شارع محمد محمود,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000416,عمارة,محافظة القاهرة,حى عابدين,19 شارع سوق التوفيقية ناصية شارع رمسيس,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000417,عقار,محافظة القاهرة,حى عابدين,38 شارع كلوت بك,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000418,عقار,محافظة القاهرة,حى عابدين,1 عطفة فهمى من حارة الشهيد محمد مصطفى إسماعيل,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000419,عقار,محافظة القاهرة,حى عابدين,2 عطفة فهمى من حارة الشهيد محمد مصطفى إسماعيل,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000423,عقار,محافظة القاهرة,حى عابدين,4 حارة الشهيد محمد مصطفى اسماعيل,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000424,عقار,محافظة القاهرة,حى عابدين,2 شارع سليمان الحلبى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000426,عقار,محافظة القاهرة,حى عابدين,15 شارع على الكسار,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000427,أخرى,محافظة القاهرة,حى عابدين,17 شارع الالفى,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000428,عقار,محافظة القاهرة,حى عابدين,10،8 شارع الالفى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000429,عقار,محافظة القاهرة,حى عابدين,4،2 شارع مدرسة الألسن ويحمل 19 شارع الألفى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000431,عقار,محافظة القاهرة,حى عابدين,24 شارع عماد الدين الازبكيه,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000432,عقار,محافظة القاهرة,حى عابدين,12 شارع عبد المنعم,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000433,عقار,محافظة القاهرة,حى عابدين,32 شارع عماد الدين الازبكيه,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000434,عقار,محافظة القاهرة,حى عابدين,مسرح نجيب الريحانى بشارع عماد الدين ناصيه شارع على الكسار ال,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000435,عقار,محافظة القاهرة,حى عابدين,7 شارع محمود سامى البارودى ( حسن الاكبر سابقاً ),,ذو قيمة معمارية متميزة - ج,,,21,1
3191000436,عقار,محافظة القاهرة,حى عابدين,28 شارع البستان- ش الرئيس عبدالسلام عارف سابقا - عابدين,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000437,عقار,محافظة القاهرة,حى عابدين,31 شارع البستان- ش الرئيس عبدالسلام عارف سابقا - عابدين,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000438,عقار,محافظة القاهرة,حى عابدين,8 شارع الجمهورية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000441,عقار,محافظة القاهرة,حى عابدين,151 شارع رمسيس ناصية حارة المقسى,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000445,عقار,محافظة القاهرة,حى عابدين,6 حارة الشهيد محمد مصطفى إسماعيل,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000450,عقار,محافظة القاهرة,حى عابدين,5 حارة الزعبلاوى,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000451,عقار,محافظة القاهرة,حى عابدين,28 شارع على عبد اللطيف,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000452,عقار,محافظة القاهرة,حى عابدين,12 شارع القبودان,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000453,عقار,محافظة القاهرة,حى عابدين,34 حارة جاد,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000455,عقار,محافظة القاهرة,حى عابدين,29 شارع حنا خليل,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000458,عقار,محافظة القاهرة,حى عابدين,6 شارع سليمان الحلبي,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000459,عقار,محافظة القاهرة,حى عابدين,20 شارع 26 يوليو,,ذو قيمة معمارية متميزة - أ,,,21,1
3191000460,عقار,محافظة القاهرة,حى عابدين,15 أ شارع طلعت حرب,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000461,عقار,محافظة القاهرة,حى عابدين,15 شارع طلعت حرب,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000462,عقار,محافظة القاهرة,حى عابدين,13 شارع طلعت حرب,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000463,عقار,محافظة القاهرة,حى عابدين,9 شارع طلعت حرب,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000470,عمارة,محافظة القاهرة,حى عابدين,48 شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000472,عقار,محافظة القاهرة,حى عابدين,44 شارع كلوت بك,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000473,عقار,محافظة القاهرة,حى عابدين,89 شارع كلوت بك,,ذو قيمة معمارى/عمرانى متميز,,,21,1
3192000172,عقار,محافظة القاهرة,حى عابدين,2 شارع القاضي الفاضل ويحمل 17 ش صبري ابو علم,,ذو قيمة معمارية متميزة - ب,,,21,1
3190001203,أخرى,محافظة القاهرة,حى عابدين,الجدارية بالواجهة الجانبية لمجمع محاكم الجلاء,,ذات طابع معمارى مميز,,,21,1
3191000265,عقار,محافظة القاهرة,حى عابدين,4 شارع بكتمر الحاجب مع شارع الظاهر,http://urbanharmony.org/images/tazalomat/03191000265.jpg,ذو قيمة معمارية متميزة - ج,,,21,1
3192000252,مستشفى,محافظة القاهرة,حى عابدين,المستشفى القبطى بشارع رمسيس - الظاهر,,ذات طابع معمارى مميز,,,21,1
3191000003,عقار,محافظة القاهرة,حى عابدين,10 ش الظاهر,,ذات طابع معمارى مميز,,,21,1
3191000001,عقار,محافظة القاهرة,حى عابدين,1 ش الظاهر,,ذات طابع معمارى مميز,,,21,1
3190000201,عقار,محافظة القاهرة,حى عابدين,11 ش على باشا ذو الفقار إمتداد ش محمود سامى البارودى,http://urbanharmony.org/images/tazalomat/03190000201.jpg,ذو قيمة معمارية متميزة - ج,,,21,1
3190001041,عقار,محافظة القاهرة,حى عابدين,37 شارع عرابي ناصية شارع رمسيس,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000474,عقار,محافظة القاهرة,حى عابدين,3 شارع عبد الخالق ثروت,,ذو قيمة معمارية متميزة,,,21,1
3191000475,عقار,محافظة القاهرة,حى عابدين,36 شارع صبري أبو علم,,ذو قيمة معمارية متميزة - أ,,,21,1
3191000476,عمارة,محافظة القاهرة,حى عابدين,25 و 27 شارع 26 يوليو (المبنى الرئيسي لسينما ريفولى),,ذو قيمة معمارية متميزة - ج,,,21,1
3191000477,عقار,محافظة القاهرة,حى عابدين,41 شارع عبد الخالق ثروت,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000478,عقار,محافظة القاهرة,حى عابدين,2 حارة البرقي,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000479,عقار,محافظة القاهرة,حى عابدين,15 شارع كلوت بك ناصية درب الدحديرة,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000480,عقار,محافظة القاهرة,حى عابدين,1 عطفة السكرية ناصية شارع كلوت بك,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000481,عقار,محافظة القاهرة,حى عابدين,1 حارة شلبي ويحمل 6 كلوت بك,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000482,عقار,محافظة القاهرة,حى عابدين,116 شارع محمد فريد,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000483,عقار,محافظة القاهرة,حى عابدين,171 شارع محمد فريد (عمارة آل طالب),,ذو قيمة معمارية متميزة - أ,,,21,1
3191000484,عقار,محافظة القاهرة,حى عابدين,25 شارع محمد محمود (مكتبة الجامعة الأمريكية),,ذو قيمة معمارية متميزة - ب,,,21,1
3191000485,عقار,محافظة القاهرة,حى عابدين,20 شارع محمد صبري أبو علم من شارع شريف,,ذو قيمة معمارية متميزة - أ,,,21,1
3191000486,عقار,محافظة القاهرة,حى عابدين,28 ، 30 شارع الفلكي,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000487,عقار,محافظة القاهرة,حى عابدين,18 أ شارع عدلى باشا,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000488,عقار,محافظة القاهرة,حى عابدين,32 شارع عبد الخالق ثروت,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000489,عقار,محافظة القاهرة,حى عابدين,20 شارع عدلي باشا,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000490,عقار,محافظة القاهرة,حى عابدين,7 ش الكرداسي ناصية ش محمود الخضري - أرض شريف,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000491,عقار,محافظة القاهرة,حى عابدين,9 شارع الكرداسي - أرض شريف,http://urbanharmony.org/images/tazalomat/03191000491.jpg,ذو قيمة معمارية متميزة - ج,,,21,1
3191000492,عقار,محافظة القاهرة,حى عابدين,32 شارع الكرداسي (مدفن الشواربي)- أرض شريف,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000493,عقار,محافظة القاهرة,حى عابدين,31 شارع قصر النيل ناصية شارع شريف,,ذو قيمة معمارية متميزة - أ,,,21,1
3191000494,عقار,محافظة القاهرة,حى عابدين,24 شارع شريف ناصية شارع البنك الأهلى,,ذو قيمة معمارية متميزة - أ,,,21,1
3191000495,عقار,محافظة القاهرة,حى عابدين,3 شارع الألفي (العقار به سينما كايور بالاس),,ذو قيمة معمارية متميزة - ب,,,21,1
3191000498,عقار,محافظة القاهرة,حى عابدين,8 حارة البكباشى ناصية حارة البيرقدار,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000499,عقار,محافظة القاهرة,حى عابدين,10 حارة البكباشى ناصية البيرقدار,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000500,عقار,محافظة القاهرة,حى عابدين,12 حارة البكباشى,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000501,عقار,محافظة القاهرة,حى عابدين,13 حارة البكباشى,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000502,عقار,محافظة القاهرة,حى عابدين,3 ش جلال باشا من ش رمسيس - الأزبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
3191000503,عقار,محافظة القاهرة,حى عابدين,كوبرى الليمون بميدان رمسيس-الازبكية,,ذو قيمة معمارية متميزة - ب,,,21,1
,عقار,محافظة القاهرة,حى عابدين,5 الفضل- باب اللوق,,ذو طراز معمارى متميز,,,21,1
319000506,عمارة,محافظة القاهرة,حى عابدين,32 عبد الخالق ثروت,,ذو طراز معمارى متميز,,,21,1
3191000506,عقار,محافظة القاهرة,حى عابدين,7 الشواربى,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000507,عقار,محافظة القاهرة,حى عابدين,8 الشواربى,,ذو قيمة معمارية متميزة - ج,,,21,1
3191000508,عقار,محافظة القاهرة,حى عابدين,9 الشواربى,,ذو قيمة معمارية متميزة - ج,,,21,1
3190000977,عقار,محافظة القاهرة,حى عابدين,4 شارع احمد شكرى-جمعيه الشباب المسيحين- قصر النيل,,ذات الطابع المعمارى المتميز -ب,,,21,1
3190000112,عقار,محافظة القاهرة,حى عابدين,1 شارع بستان بن قريش,,ذات الطابع المعمارى المتميز -ب,,,21,1
3190000023,عمارة,محافظة القاهرة,حى عابدين,1 ميدان طلعت حرب- عابدين,,ذات الطابع المعمارى المتميز -ب,,,21,1
3190000024,عمارة,محافظة القاهرة,حى عابدين,3 ميدان طلعت حرب- عابدين,,ذات الطابع المعمارى المتميز -ب,,,21,1
3190000113,عمارة,محافظة القاهرة,حى عابدين,5 شارع منشاه الفاضل - عابدين,,ذات الطابع المعمارى المتميز -ب,,,21,1
3190000207,عقار,محافظة القاهرة,حى عابدين,111 شارع القلعة,,ذات الطابع المعمارى المتميز -ب,,,21,1
3191000497,عقار,محافظة القاهرة,حى عابدين,1-3 شارع ابن ثعلب-ناصيه شارع القاضى الفاضل- عابدين,,ذات الطابع المعمارى المتميز -ب,,,21,1
3190000314,عقار,محافظة القاهرة,حى عابدين,19 شارع على عبداللطيف- عابدين,,ذات الطابع المعمارى المتميز-ج,,,21,1
3190000325,عقار,محافظة القاهرة,حى عابدين,58 شارع مجلس الشعب- عابدين,,ذات الطابع المعمارى المتميز-ج,,,21,1
3190000326,عقار,محافظة القاهرة,حى عابدين,38 شارع مجلس الشعب- عابدين,,ذات الطابع المعمارى المتميز-ج,,,21,1
3191000496,عقار,محافظة القاهرة,حى عابدين,26ب شارع الكنيسه المرقسيه- الازبكيه,,ذات الطابع المعمارى المتميز -ج,,,21,1
3191000447,عقار,محافظة القاهرة,حى عابدين,7 شارع مجلس الشعب- عابدين,,ذات الطابع المعمارى المتميز -ج,,,21,1
