id,type,addrs,value,name,owner,img_url,page,prov_id,prov,city
01050002275,سكنى,2 ش ابن الفرات -( 169 ش الترعة البولاقية ),ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002277,عمارة,45 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01050002277.jpg,17,1,شبرا,محافظة القاهرة
01050002278,عمارة,36 ش الباشا - 141 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002280,عمارة,143 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002284,عمارة,41 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01050002284.jpg,17,1,شبرا,محافظة القاهرة
01050002286,عمارة,53 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002288,عمارة,194 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002291,عمارة,6 حارة المبيض وعطفة المبيض,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01050002291.jpg,17,1,شبرا,محافظة القاهرة
01050002293,عمارة,172 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002294,عمارة,117 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002295,عمارة,31 ش المستشفى,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002297,عمارة,18 ش الشيخ,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01050002297.jpg,17,1,شبرا,محافظة القاهرة
01050002299,سكنى,3 حارة الجامع ناصية أحمد عبد الرحمن,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002300,عمارة,198 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002305,عمارة,19 ش ابن مطروح,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002310,عمارة,7 ش ابو رافع,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01050002310.jpg,17,1,شبرا,محافظة القاهرة
01050002314,عمارة,1 حارة الكلدانى,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002316,عمارة,4 حارة الكلدانى,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002317,عمارة,3 حارة فريد,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01050002317.jpg,17,1,شبرا,محافظة القاهرة
01050002318,عمارة,5 ش ابو رافع,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002373,عمارة,38 شارع المستشفى,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000001,عمارة,13 ش بهاء زهير متفرع من ش شبرا والترعة,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000002,عمارة,19 ش ابن نباته ناصية بهاء زهير,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000003,أخرى,32 شارع المستشفى,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000004,عمارة,5 شارع كرم,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000005,عمارة,1 شارع كرم,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000006,عمارة,5 حارة روبير شماع,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01051000006.jpg,17,1,شبرا,محافظة القاهرة
01051000007,عمارة,124 شارع الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000008,عمارة,126 ش الترعة البولاقية,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000009,عمارة,4 امام شعبان,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000010,عمارة,47 شارع شبرا ممر الحاج فرحات,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000011,عمارة,27 ش الشيخ,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01051000011.jpg,17,1,شبرا,محافظة القاهرة
01051000012,عمارة,4 ميدان المستشفى,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01051000013,عمارة,7 مدحت عبد الدايم من الترعة,ذو قيمة معمارى/عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
,عقار,16 ش الكرجى,ذات طابع معمارى مميز,,,,17,1,شبرا,محافظة القاهرة
,عقار,26 ش حسن باشا حلمى,ذات طابع معمارى مميز,,,,17,1,شبرا,محافظة القاهرة
,عقار,19 ش حسن باشا حلمى ناصية سيد بدر,ذات طابع معمارى مميز,,,,17,1,شبرا,محافظة القاهرة
,عقار,4 حارة تليماك,ذات طابع معمارى مميز,,,,17,1,شبرا,محافظة القاهرة
01051000033,عقار,30 ش المستشفى,ذات طابع معمارى مميز,,,,17,1,شبرا,محافظة القاهرة
01051000034,عقار,30 ناصية ش الجسر مع ش المستشفى,ذات طابع معمارى مميز,,,,17,1,شبرا,محافظة القاهرة
01051000035,عقار,30  ش المستشفى,ذات طابع معمارى مميز,,,,17,1,شبرا,محافظة القاهرة
,عمارة,12 عزبة الهرامة,ذو قيمة معمارى/ عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
,عمارة,27 ش الافضل,ذو قيمة معمارى/ عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
,عقار,32 ش التاج,ذو قيمة معمارى/ عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
,عقار,71 ش الجسر ناصية أحمد عبدالله,ذو قيمة معمارى/ عمرانى متميز,,,,17,1,شبرا,محافظة القاهرة
01050002316,عمارة,4 حارة الكلداني - شبرا,ذات قيمة معمارية متميزة,,,http://urbanharmony.org/images/tazalomat/01050002316.jpg,17,1,شبرا,محافظة القاهرة
01051000023,عمارة,5 حارة ربيعة - شبرا,ذات قيمة معمارية متميزة,,,http://urbanharmony.org/images/tazalomat/01051000023.jpg,17,1,شبرا,محافظة القاهرة
01230000982,عمارة,ش الجلاء ناصية 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000983,مستشفى,تقاطع شارع الجلاء مع ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000984,عمارة,75 ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000985,عمارة,18 ش بن اليازرى,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000986,عمارة,57 ش 26 يوليو,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000988,عمارة,50 ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000989,عمارة,55 ش 26 يوليو - بولاق,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000990,عمارة,100 ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/,18,1,بولاق,محافظة القاهرة
01230000993,عمارة,103 ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000994,كنيسة,7 ش وابور الفرنساوى,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230000995,عمارة,5 ش وابور الفرنساوى,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01230000995.jpg,18,1,بولاق,محافظة القاهرة
01230000996,عمارة,89 ش 26يوليو ناصية ش وابور الفرنساوى,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001022,عمارة,14 ش ابن اليازرى,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001023,عمارة,14 ش عمر ابن قطبية,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001043,كنيسة,32 ش الجلاء,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001044,كنيسة,2 ش الترعة البولاقية مع ش الجلاء,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001047,عمارة,7 ش نصر الدين الشيخى ناصية محمد بن صارم,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001051,عمارة,79 ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001052,عمارة,81 ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001053,عمارة,68 ناصية ش أبو العلا مع ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001058,عمارة,11 ش وابور الفرنساوى,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001060,عمارة,2 ناصية ش القماش وشارع الكنيسة,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001061,عمارة,1 ش القماش,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001062,عمارة,3 ش القماش,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001072,عمارة,31 ش السبتية,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001073,عمارة,32 ش السبتية,ذو طراز معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/,18,1,بولاق,محافظة القاهرة
01230001074,مدرسة,66 ش السبتية مدرسة عباس الاعدادية,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001079,أخرى,51 ش السبتية ( مسجد احمد طلعت ),ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001080,عمارة,53 ش السبتية ( مدرسة قاسم أمين ),ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001082,عمارة,11 ش أنطوان سانت,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001084,عمارة,36 ش سليمان باشا الخادم,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001085,عمارة,2 ش لامير مسعود ناصية ش سليمان باشا الخادم,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001086,عمارة,2 رمضان البولاقى ناصية سليمان باشا الخادم,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001087,عمارة,16 ش السليمانية,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001089,عمارة,67 ش المطبعة الاهلية ناصية ش السليمانية,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001092,عمارة,15 سكة الشيخ سليم عمر,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001093,عمارة,1 ش الحلبى - ناصية الحلبى مع مرزا,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001094,عمارة,4 ش الحلبى,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001095,عمارة,3 ش الوسطى,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/01230001095.jpg,18,1,بولاق,محافظة القاهرة
01230001096,أخرى,19 شارع الوسطى- جامع محمد شمس الدين الوسطى,ذو طراز معمارى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001102,أخرى,12 ش سوق العصر -جامع محمد العلا,ذو طراز معمارى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001103,أخرى,ناصيه ش السنانين وعطفه الكتاب,ذو طراز معمارى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001104,مسجد,مسجد سنان على ش جامع سنان باشا,ذو قيمة معمارية متميزة - أ- قرار وزارى رقم 779 لسنه 2001 بتاريخ 19 نوفمبر 2001,,,,18,1,بولاق,محافظة القاهرة
01230001105,أخرى,53  ش الخضره,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001106,عمارة,55 ش الخضره,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001109,عمارة,12 ش سكه الشيخ سليم عمر,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001111,مستشفى,ناصية ش المطبعة الاهلية وش قسم شرطة بولاق,يمثل حقبه تاريخية,,,http://urbanharmony.org/images/tazalomat/,18,1,بولاق,محافظة القاهرة
01230001118,فيلا,ش بهيج مع العدوية البرانى,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001121,عمارة,5 حاره صالح  وتأخذ 8 حاره عجمى,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001122,عمارة,1 حارة صالح من شارع العدوية البرانى,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001124,عمارة,22 ش الخصوصى - ناصية درب المسايره,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01230001134,أخرى,حاره العليمى بولاق أبو العلا,مرتبط بشخصية تاريخية,,,,18,1,بولاق,محافظة القاهرة
01230001135,عمارة,4 درب اللبانه مع شارع بولاق الجديد,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01231000001,عمارة,1 وابور الفرنساوى- 85 ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01231000002,عمارة,75 ش 26 يوليو,ذو طراز معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01231000003,عمارة,2 عطفة الشرفاء - 33 درب نصر,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01231000004,عمارة,62 ش 26 يوليو,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01231000005,عمارة,5 حاره العمرانى من ش العمرانى من حمام الجمعه,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
01231000006,أخرى,شارع الانصارى من بولاق الجديد,يمثل حقبه تاريخية,,,,18,1,بولاق,محافظة القاهرة
01231000007,أخرى,43 شارع سوق العصر,ذو طراز معمارى متميز,,,,18,1,بولاق,محافظة القاهرة
01231000008,أخرى,التكية الرفاعية ( شارع سنان ),ذو طراز معمارى متميز,,,,18,1,بولاق,محافظة القاهرة
03231000009,عقار,بدون مبنى وزارة الخارجية بشارع كورنيش النيل,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
03231000010,عقار,بدون مبنى الاذاعة والتليفزيون بشارع كورنيش النيل,ذو قيمة معمارى/عمرانى متميز,,,,18,1,بولاق,محافظة القاهرة
03220000002,عقار,2 شارع دار الكتب,ذو قيمة معمارية متميزة - ج,,,,19,1,حى الموسكى,محافظة القاهرة
03220000003,عقار,17 سكة درب الجنينة,ذو قيمة معمارية متميزة - ج,,,,19,1,حى الموسكى,محافظة القاهرة
03220000004,عقار,19 سكة درب الجنينة,ذو قيمة معمارية متميزة - ج,,,,19,1,حى الموسكى,محافظة القاهرة
03220000005,عقار,20 شارع الجيش,ذو قيمة معمارية متميزة - ج,,,,19,1,حى الموسكى,محافظة القاهرة
03220000006,عقار,22 شارع الجيش,ذو قيمة معمارية متميزة - ب,,,,19,1,حى الموسكى,محافظة القاهرة
03220000007,عقار,26 شارع الجيش,ذو قيمة معمارية متميزة - ب,,,,19,1,حى الموسكى,محافظة القاهرة
03220000008,عقار,124 شارع القلعة,ذو قيمة معمارية متميزة - ج,,,http://urbanharmony.org/images/tazalomat/03220000008.jpg,19,1,حى الموسكى,محافظة القاهرة
03220000009,عقار,1 شارع كوم الشيخ سلامة,ذو قيمة معمارية متميزة - ج,,,,19,1,حى الموسكى,محافظة القاهرة
03220000010,عقار,2 حارة جامع عزبان,ذو قيمة معمارية متميزة - ج,,,,19,1,حى الموسكى,محافظة القاهرة
03220000011,عقار,8 شارع الأزهر,ذو قيمة معمارية متميزة - ب,,,,19,1,حى الموسكى,محافظة القاهرة
03220000012,عقار,41 شارع الموسكى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03220000012.jpg,19,1,حى الموسكى,محافظة القاهرة
03220000013,عقار,4 شارع الجيش,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000014,عقار,6  شارع الجيش,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000015,عقار,8 شارع الجيش,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000016,عمارة,2 شارع الجوهرى بالعتبة الخضراء,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000017,عقار,3 شارع الجوهرى,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000018,عقار,17 ميدان العتبة,ذو قيمة معمارية متميزة - أ,,,http://urbanharmony.org/images/tazalomat/03220000018.jpg,19,1,حى الموسكى,محافظة القاهرة
03220000019,عقار,4 شارع الجوهرى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03220000019.jpg,19,1,حى الموسكى,محافظة القاهرة
03220000021,عقار,مبنى صيدناوى الخازندار,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000022,عقار,1  شارع قطاوى بك,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03220000022.jpg,19,1,حى الموسكى,محافظة القاهرة
03220000023,عقار,15  شارع البوستة,ذو قيمة معمارية متميزة - ج,,,,19,1,حى الموسكى,محافظة القاهرة
03220000024,عقار,13 شارع البوستة,ذو قيمة معمارية متميزة - ج,,,,19,1,حى الموسكى,محافظة القاهرة
03220000025,عمارة,11 شارع البوستة,ذو قيمة معمارية متميزة - ج,,,http://urbanharmony.org/images/tazalomat/03220000025.jpg,19,1,حى الموسكى,محافظة القاهرة
03220000026,عقار,1 ميدان العتبة,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000027,عقار,3 ميدان العتبة,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000028,عقار,10 ميدان العتبة,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000029,عقار,53 شارع عبد الخالق ثروت باشا,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000030,عقار,55 شارع عبد الخالق ثروت باشا,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000031,عقار,8 ميدان العتبة,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000032,عقار,سوق الخضار بالعتبة,ذو قيمة معمارية متميزة - ب,,,,19,1,حى الموسكى,محافظة القاهرة
03220000033,عقار,2 عطفة الأوقاف,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000034,عقار,5 عطفة الأوقاف,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03220000035,عقار,1 شارع الجيش,ذو قيمة معمارية متميزة - أ,,,,19,1,حى الموسكى,محافظة القاهرة
03221000471,أخرى,نافورة الخديوى اسماعيل,ذات طابع معمارى مميز,,,,19,1,حى الموسكى,محافظة القاهرة
03220000036,عقار,مبنى البريد السريع ناصية شارع عبد الحق السنباطى,ذو قيمة معمارية متميزة - ب,,,,19,1,حى الموسكى,محافظة القاهرة
03220000037,عقار,3 شارع صندوق التوفير ناصية شارع عبد الحق السنباطى,ذو قيمة معمارية متميزة - ب,,,,19,1,حى الموسكى,محافظة القاهرة
03220000038,عقار,4 شارع غيط النوبى ناصية عطفة المدرسة,ذو قيمة معمارية متميزة - ب,,,,19,1,حى الموسكى,محافظة القاهرة
,عمارة,172 القلعة,ذو طراز معمارى متميز,,,,19,1,حى الموسكى,محافظة القاهرة
03220000042,عمارة,1 دار الكتب,ذو طراز معمارى متميز,,,,19,1,حى الموسكى,محافظة القاهرة
03220000039,عقار,مقام الشيخ احمد الرويعى,ذات الطابع المعمارى المتميز -ب,,,,19,1,حى الموسكى,محافظة القاهرة
03220000040,مسجد,10 ش الرويعى -مسجد سيدى على البكرى,ذات الطابع المعمارى المتميز -ب,,,,19,1,حى الموسكى,محافظة القاهرة
03210000001,عمارة,4 شارع الابيارى,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000006,عقار,3 ميدان قشتمر,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000017,عقار,37 شارع البكرية,ذو طراز معمارى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000020,عقار,27 شارع بركة الرطل,ذو طراز معمارى متميز,,,http://urbanharmony.org/images/tazalomat/03210000020.jpg,20,1,حى باب الشعرية,محافظة القاهرة
03210000021,عقار,36 شارع الجد,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000022,عقار,38 شارع الجد,ذو طراز معمارى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000023,عقار,40 شارع الجد ناصية شارع الظاهر,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000024,عقار,ناصية ش حبيب شلبى مع ش الجد,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000025,عقار,25 شارع الشيخ القويسنى من شارع الجيش,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/03210000025.jpg,20,1,حى باب الشعرية,محافظة القاهرة
03210000027,عقار,208 شارع الجيش,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000028,عقار,"197 شارع الجيش "" المبنى الرئيسى لمدرسة خليل أغا """,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000029,عقار,221 شارع الجيش,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000030,عقار,4 شارع قشتمر,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000031,عقار,2 عطفة البصاص,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000032,عقار,17 شارع سكة الظاهر ناصية شارع جامع سلام,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/03210000032.jpg,20,1,حى باب الشعرية,محافظة القاهرة
03210000033,عقار,32 شارع سكة الظاهر,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000034,عقار,228 شارع الجيش,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03211000019,عقار,20  شارع الجد - الظاهر,ذات طابع معمارى مميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000035,عقار,13 درب البرقى من شارع باب البحر,ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03210000036,عقار,"5 شارع حبيب شلبى ""مدرسة راهبات الديلفراند""",ذو قيمة معمارى/عمرانى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
,عقار,209 ش الجيش,ذات طراز معمارى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
,عقار,1 ش بكر القزاز ناصية ش الجيش,ذات طراز معمارى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
,عقار,3 ش بكر القزاز,ذات طراز معمارى متميز,,,,20,1,حى باب الشعرية,محافظة القاهرة
03190000002,عمارة,13  شارع البستان,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03190000002.jpg,21,1,حى عابدين,محافظة القاهرة
03190000003,عقار,37 شارع البستان,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000004,عقار,49 شارع البستان ويحمل 2 ميدان أبو ظريفة- عابدين,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000005,عمارة,51 شارع البستان - عابدين,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000008,عمارة,16  شارع البستان,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000009,عقار,24 شارع البستان من ميدان الفلكى - عابدين,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000010,عقار,25 ش البستان من ش التحرير ويحمل,ذو قيمة معمارية متميزة - أ,,,,21,1,حى عابدين,محافظة القاهرة
03190000011,عقار,10 شارع الجمهورية,ذو قيمة معمارية متميزة - أ,,,http://urbanharmony.org/images/tazalomat/,21,1,حى عابدين,محافظة القاهرة
03190000012,عمارة,32  شارع محمد صبرى أبو علم من شارع الفلكى - عابدين,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000013,عمارة,38 شارع الفلكى من شارع التحرير - عابدين,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03190000013.jpg,21,1,حى عابدين,محافظة القاهرة
03190000014,عمارة,40 شارع الفلكى من ميدان الفلكى - عابدين,ذو قيمة معمارية متميزة - ج,,,,21,1,حى عابدين,محافظة القاهرة
03190000015,عقار,42 شارع الفلكى من شارع هدى شعراوى - عابدين,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000016,عمارة,44 شارع الفلكى من شارع هدى شعراوى - عابدين,ذو قيمة معمارية متميزة - أ,,,,21,1,حى عابدين,محافظة القاهرة
03190000017,عقار,46  شارع الفلكى من شارع هدى شعراوى - عابدين,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03190000017.jpg,21,1,حى عابدين,محافظة القاهرة
03190000018,عقار,1  شارع صبرى أبو علم,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000019,عقار,7  شارع البستان السعيدى من شارع هدى شعراوى,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000021,عمارة,2 شارع محمد صبرى أبو علم - عابدين,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
03190000022,عقار,6 شارع البستان السعيدى مع شارع صبرى أبو علم,ذو قيمة معمارية متميزة - ب,,,,21,1,حى عابدين,محافظة القاهرة
